year,area_id,ind_code,region_avg_emp,region_tot_wage,region_avg_wage,region_avg_wage_all_industries,region_boundary_low,region_boundary_high,wage_cat
2001,604,11,5358,115214366,21513.956700261293,23543.670991471645,18834.936793177316,28252.405189765974,Mid
2001,604,2,3940,120467749,30568.23959390863,23543.670991471645,18834.936793177316,28252.405189765974,High
2001,604,21,697,27536839,39504.18364418938,23543.670991471645,18834.936793177316,28252.405189765974,High
2001,604,22,488,26276095,53849.19672131148,23543.670991471645,18834.936793177316,28252.405189765974,High
2001,604,23,3569,102410999,28698.259456430373,23543.670991471645,18834.936793177316,28252.405189765974,High
2001,604,3,15609,344451340,22064.044077134986,23543.670991471645,18834.936793177316,28252.405189765974,Mid
2001,604,31-33,5573,153512280,27554.55087026736,23543.670991471645,18834.936793177316,28252.405189765974,Mid
2001,604,42,3494,92329348,26420.09273039496,23543.670991471645,18834.936793177316,28252.405189765974,Mid
2001,604,44-45,8774,158387535,18049.867335308867,23543.670991471645,18834.936793177316,28252.405189765974,Low
2001,604,48-49,1528,45411917,29718.2722513089,23543.670991471645,18834.936793177316,28252.405189765974,High
2001,604,51,973,26700173,27440.448098663925,23543.670991471645,18834.936793177316,28252.405189765974,Mid
2001,604,52,2309,70943956,30723.10437418796,23543.670991471645,18834.936793177316,28252.405189765974,High
2001,604,53,500,7829301,15663.44,23543.670991471645,18834.936793177316,28252.405189765974,Low
2001,604,54,1253,31809118,25393.015163607342,23543.670991471645,18834.936793177316,28252.405189765974,Mid
2001,604,55,115,3396676,29526.956521739132,23543.670991471645,18834.936793177316,28252.405189765974,High
2001,604,56,881,16010172,18174.38365493757,23543.670991471645,18834.936793177316,28252.405189765974,Low
2001,604,61,29,493918,17032.689655172413,23543.670991471645,18834.936793177316,28252.405189765974,Low
2001,604,62,7040,175302603,24898.405113636363,23543.670991471645,18834.936793177316,28252.405189765974,Mid
2001,604,71,436,4565885,10472.51376146789,23543.670991471645,18834.936793177316,28252.405189765974,Low
2001,604,72,5871,51603893,8786.51200817578,23543.670991471645,18834.936793177316,28252.405189765974,Low
2001,604,81,1544,27307818,17683.468911917098,23543.670991471645,18834.936793177316,28252.405189765974,Low
2001,604,99,NA,0,NA,23543.670991471645,18834.936793177316,28252.405189765974,NA
2002,501,00,26902,665941056,24753.675860530817,24753.675860530817,19802.940688424656,29704.411032636977,Average
2002,501,1,389,14028005,36070.08740359897,24753.675860530817,19802.940688424656,29704.411032636977,High
2002,501,11,1861,41959152,22555.929070392263,24753.675860530817,19802.940688424656,29704.411032636977,Mid
2002,501,2,1675,56368391,33666.662686567164,24753.675860530817,19802.940688424656,29704.411032636977,High
2002,501,21,226,8992295,39792.88495575221,24753.675860530817,19802.940688424656,29704.411032636977,High
2002,501,22,261,15942162,61065.333333333336,24753.675860530817,19802.940688424656,29704.411032636977,High
2002,501,23,1109,33821121,30507.823264201983,24753.675860530817,19802.940688424656,29704.411032636977,High
2002,501,3,5031,115314845,22913.147286821706,24753.675860530817,19802.940688424656,29704.411032636977,Mid
2002,501,31-33,3212,92953711,28936.65628891656,24753.675860530817,19802.940688424656,29704.411032636977,Mid
2002,501,42,1338,37941688,28355.040358744394,24753.675860530817,19802.940688424656,29704.411032636977,Mid
2002,501,44-45,2912,52457787,18014.303571428572,24753.675860530817,19802.940688424656,29704.411032636977,Low
2002,501,48-49,630,21615574,34307.53650793651,24753.675860530817,19802.940688424656,29704.411032636977,High
2002,501,51,374,10083574,26965.197860962566,24753.675860530817,19802.940688424656,29704.411032636977,Mid
2002,501,52,786,24693038,31424.407124681933,24753.675860530817,19802.940688424656,29704.411032636977,High
2002,501,53,149,1992592,13390.872483221476,24753.675860530817,19802.940688424656,29704.411032636977,Low
2002,501,54,533,10886695,20411.121951219513,24753.675860530817,19802.940688424656,29704.411032636977,Mid
2002,501,55,NA,0,NA,24753.675860530817,19802.940688424656,29704.411032636977,NA
2002,501,56,365,6507750,17827.879452054796,24753.675860530817,19802.940688424656,29704.411032636977,Low
2002,501,61,NA,0,NA,24753.675860530817,19802.940688424656,29704.411032636977,NA
2002,501,62,2754,69543940,25236.427015250545,24753.675860530817,19802.940688424656,29704.411032636977,Mid
2002,501,71,163,1758999,10794.625766871166,24753.675860530817,19802.940688424656,29704.411032636977,Low
2002,501,72,1920,17035663,8882.791666666666,24753.675860530817,19802.940688424656,29704.411032636977,Low
2002,501,81,601,11101642,18465.883527454243,24753.675860530817,19802.940688424656,29704.411032636977,Low
2002,501,99,NA,0,NA,24753.675860530817,19802.940688424656,29704.411032636977,NA
2002,502,00,193897,0,33050.04487949788,33050.04487949788,26440.035903598306,39660.053855397455,Average
2002,502,1,3026,149273278,49313.699933906144,33050.04487949788,26440.035903598306,39660.053855397455,High
2002,502,11,4092,92243639,22528.961876832844,33050.04487949788,26440.035903598306,39660.053855397455,Low
2002,502,2,2063,79976098,38792,33050.04487949788,26440.035903598306,39660.053855397455,Mid
2002,502,21,1638,74208798,45291.77777777778,33050.04487949788,26440.035903598306,39660.053855397455,High
2002,502,22,452,24054654,53215.78761061947,33050.04487949788,26440.035903598306,39660.053855397455,High
2002,502,23,16312,592469851,36323.16674840608,33050.04487949788,26440.035903598306,39660.053855397455,Mid
2002,502,3,20630,663575021,32151.766359670382,33050.04487949788,26440.035903598306,39660.053855397455,Mid
2002,502,31-33,26852,1429743231,53226.392075078205,33050.04487949788,26440.035903598306,39660.053855397455,High
2002,502,42,6146,247228240,40232.12756264237,33050.04487949788,26440.035903598306,39660.053855397455,High
2002,502,44-45,23765,527786481,22217.450199873765,33050.04487949788,26440.035903598306,39660.053855397455,Low
2002,502,48-49,4212,131190806,31142.666666666668,33050.04487949788,26440.035903598306,39660.053855397455,Mid
2002,502,51,3419,133938056,39194.068441064635,33050.04487949788,26440.035903598306,39660.053855397455,Mid
2002,502,52,5976,245446853,41082.871485943775,33050.04487949788,26440.035903598306,39660.053855397455,High
2002,502,53,2830,73962379,26140.27137809187,33050.04487949788,26440.035903598306,39660.053855397455,Low
2002,502,54,8225,351667707,42755.63282674772,33050.04487949788,26440.035903598306,39660.053855397455,High
2002,502,55,889,64117267,72142.71766029246,33050.04487949788,26440.035903598306,39660.053855397455,High
2002,502,56,11001,248317067,22575.26043086992,33050.04487949788,26440.035903598306,39660.053855397455,Low
2002,502,61,1182,26317857,22277.908629441623,33050.04487949788,26440.035903598306,39660.053855397455,Low
2002,502,62,18187,598443175,32907.81129378127,33050.04487949788,26440.035903598306,39660.053855397455,Mid
2002,502,71,2105,26774250,12711.245605700713,33050.04487949788,26440.035903598306,39660.053855397455,Low
2002,502,72,18665,204194644,10948.124296812215,33050.04487949788,26440.035903598306,39660.053855397455,Low
2002,502,81,4731,107078836,22624.484464172478,33050.04487949788,26440.035903598306,39660.053855397455,Low
2002,502,99,NA,0,NA,33050.04487949788,26440.035903598306,39660.053855397455,NA
2002,503,00,1319721,1522002602,42286.95820404464,42286.95820404464,33829.56656323571,50744.34984485357,Average
2002,503,1,32148,1843124126,57335.5141221849,42286.95820404464,33829.56656323571,50744.34984485357,High
2002,503,11,2424,63303247,26113.48184818482,42286.95820404464,33829.56656323571,50744.34984485357,Low
2002,503,2,30756,1397373263,45442.91260241904,42286.95820404464,33829.56656323571,50744.34984485357,Mid
2002,503,21,5364,445723999,83102.76659209545,42286.95820404464,33829.56656323571,50744.34984485357,High
2002,503,22,3650,261839161,71730.65205479453,42286.95820404464,33829.56656323571,50744.34984485357,High
2002,503,23,94181,3953609637,41979.69369618076,42286.95820404464,33829.56656323571,50744.34984485357,Mid
2002,503,3,113389,4091482594,36093.12850452866,42286.95820404464,33829.56656323571,50744.34984485357,Mid
2002,503,31-33,97360,4939619065,50736.41228430567,42286.95820404464,33829.56656323571,50744.34984485357,Mid
2002,503,42,70228,3958426025,56383.12804009797,42286.95820404464,33829.56656323571,50744.34984485357,High
2002,503,44-45,139506,3539465227,25379.579458948003,42286.95820404464,33829.56656323571,50744.34984485357,Low
2002,503,48-49,45699,1890967187,41372.20998271297,42286.95820404464,33829.56656323571,50744.34984485357,Mid
2002,503,51,70972,4956557245,69833.51766893986,42286.95820404464,33829.56656323571,50744.34984485357,High
2002,503,52,72779,4435451565,60950.258233831184,42286.95820404464,33829.56656323571,50744.34984485357,High
2002,503,53,28677,1089884249,38009.36346200788,42286.95820404464,33829.56656323571,50744.34984485357,Mid
2002,503,54,104357,4395144604,64737.12038483284,42286.95820404464,33829.56656323571,50744.34984485357,High
2002,503,55,15508,1110067681,71586.63090018055,42286.95820404464,33829.56656323571,50744.34984485357,High
2002,503,56,87145,2537858647,29120.136049113546,42286.95820404464,33829.56656323571,50744.34984485357,Low
2002,503,61,15824,484887649,30635.610717896867,42286.95820404464,33829.56656323571,50744.34984485357,Low
2002,503,62,108772,4140739049,38070.06998124517,42286.95820404464,33829.56656323571,50744.34984485357,Mid
2002,503,71,21160,729945000,34487.606616257086,42286.95820404464,33829.56656323571,50744.34984485357,Mid
2002,503,72,109176,1601490363,14663.503700446985,42286.95820404464,33829.56656323571,50744.34984485357,Low
2002,503,81,40784,1139888134,27949.182718713222,42286.95820404464,33829.56656323571,50744.34984485357,Low
2002,503,99,23,1213375,52750.608695652176,42286.95820404464,33829.56656323571,50744.34984485357,High
2002,504,00,243576,217676298,34370.81686208822,34370.81686208822,27496.653489670578,41244.98023450586,Average
2002,504,1,10386,432805853,41691.06759098787,34370.81686208822,27496.653489670578,41244.98023450586,High
2002,504,11,227,5106815,22484.616740088106,34370.81686208822,27496.653489670578,41244.98023450586,Low
2002,504,2,3130,114587264,36617.353354632585,34370.81686208822,27496.653489670578,41244.98023450586,Mid
2002,504,21,90,6655643,73937.06666666667,34370.81686208822,27496.653489670578,41244.98023450586,High
2002,504,22,661,49539255,74963.46747352496,34370.81686208822,27496.653489670578,41244.98023450586,High
2002,504,23,15691,568000271,36180.59652029826,34370.81686208822,27496.653489670578,41244.98023450586,Mid
2002,504,3,27699,950273675,34309.42127874652,34370.81686208822,27496.653489670578,41244.98023450586,Mid
2002,504,31-33,22635,1106842718,48901.61784846477,34370.81686208822,27496.653489670578,41244.98023450586,High
2002,504,42,6163,256108583,41538.46568229758,34370.81686208822,27496.653489670578,41244.98023450586,High
2002,504,44-45,28407,670957338,23628.593515682755,34370.81686208822,27496.653489670578,41244.98023450586,Low
2002,504,48-49,3486,99930091,28686.204245553643,34370.81686208822,27496.653489670578,41244.98023450586,Mid
2002,504,51,12789,577351784,45151.906169364294,34370.81686208822,27496.653489670578,41244.98023450586,High
2002,504,52,12292,484977635,39433.340383989584,34370.81686208822,27496.653489670578,41244.98023450586,Mid
2002,504,53,4228,109463496,25892.72847682119,34370.81686208822,27496.653489670578,41244.98023450586,Low
2002,504,54,16931,1007463007,59481.18788021972,34370.81686208822,27496.653489670578,41244.98023450586,High
2002,504,55,900,56706842,63024.23111111111,34370.81686208822,27496.653489670578,41244.98023450586,High
2002,504,56,15409,410552756,26631.0496463106,34370.81686208822,27496.653489670578,41244.98023450586,Low
2002,504,61,3128,85510270,27352,34370.81686208822,27496.653489670578,41244.98023450586,Low
2002,504,62,19540,676944827,34649.255271238486,34370.81686208822,27496.653489670578,41244.98023450586,Mid
2002,504,71,5294,120400027,22748.791839818663,34370.81686208822,27496.653489670578,41244.98023450586,Low
2002,504,72,24007,299774613,12501.142666722206,34370.81686208822,27496.653489670578,41244.98023450586,Low
2002,504,81,10095,264945928,26231.705200594355,34370.81686208822,27496.653489670578,41244.98023450586,Low
2002,504,99,3,228213,76076,34370.81686208822,27496.653489670578,41244.98023450586,High
2002,505,00,9274,241924545,26092.017683847316,26092.017683847316,20873.614147077853,31310.42122061678,Average
2002,505,1,143,4721026,33030.545454545456,26092.017683847316,20873.614147077853,31310.42122061678,High
2002,505,11,369,9331504,25303.848238482384,26092.017683847316,20873.614147077853,31310.42122061678,Mid
2002,505,2,43,1663476,38681.95348837209,26092.017683847316,20873.614147077853,31310.42122061678,High
2002,505,21,81,3149253,38896,26092.017683847316,20873.614147077853,31310.42122061678,High
2002,505,22,34,2081676,61204,26092.017683847316,20873.614147077853,31310.42122061678,High
2002,505,23,961,34234009,35603.38813735692,26092.017683847316,20873.614147077853,31310.42122061678,High
2002,505,3,2519,58016677,23024.274712187376,26092.017683847316,20873.614147077853,31310.42122061678,Mid
2002,505,31-33,243,6995501,28779.9670781893,26092.017683847316,20873.614147077853,31310.42122061678,Mid
2002,505,42,507,17799651,35106.5641025641,26092.017683847316,20873.614147077853,31310.42122061678,High
2002,505,44-45,1071,20736016,19373.56862745098,26092.017683847316,20873.614147077853,31310.42122061678,Low
2002,505,48-49,168,5210966,31027.285714285714,26092.017683847316,20873.614147077853,31310.42122061678,Mid
2002,505,51,137,4207085,30706.94890510949,26092.017683847316,20873.614147077853,31310.42122061678,Mid
2002,505,52,374,14017817,37468.641711229946,26092.017683847316,20873.614147077853,31310.42122061678,High
2002,505,53,56,1066171,19040.35714285714,26092.017683847316,20873.614147077853,31310.42122061678,Low
2002,505,54,197,7181768,36471.00507614213,26092.017683847316,20873.614147077853,31310.42122061678,High
2002,505,55,14,286141,20436,26092.017683847316,20873.614147077853,31310.42122061678,Low
2002,505,56,177,2979596,16848,26092.017683847316,20873.614147077853,31310.42122061678,Low
2002,505,61,NA,0,NA,26092.017683847316,20873.614147077853,31310.42122061678,NA
2002,505,62,362,7607951,20998.519337016576,26092.017683847316,20873.614147077853,31310.42122061678,Mid
2002,505,71,94,1148273,12223.31914893617,26092.017683847316,20873.614147077853,31310.42122061678,Low
2002,505,72,915,9332650,10203.422950819671,26092.017683847316,20873.614147077853,31310.42122061678,Low
2002,505,81,165,3668561,22252.21818181818,26092.017683847316,20873.614147077853,31310.42122061678,Mid
2002,505,99,NA,0,NA,26092.017683847316,20873.614147077853,31310.42122061678,NA
2002,506,00,16915,397436181,23507.70747856932,23507.70747856932,18806.165982855455,28209.248974283182,Average
2002,506,1,306,10691294,34944,23507.70747856932,18806.165982855455,28209.248974283182,High
2002,506,11,966,21409549,22172.024844720498,23507.70747856932,18806.165982855455,28209.248974283182,Mid
2002,506,2,705,18968191,26901.77588652482,23507.70747856932,18806.165982855455,28209.248974283182,Mid
2002,506,21,78,2306046,29588,23507.70747856932,18806.165982855455,28209.248974283182,High
2002,506,22,115,4599452,40009.252173913046,23507.70747856932,18806.165982855455,28209.248974283182,High
2002,506,23,397,8375828,21103.2241813602,23507.70747856932,18806.165982855455,28209.248974283182,Mid
2002,506,3,4073,92410809,22703.406825435795,23507.70747856932,18806.165982855455,28209.248974283182,Mid
2002,506,31-33,1490,38467589,25826.480536912753,23507.70747856932,18806.165982855455,28209.248974283182,Mid
2002,506,42,722,15169446,21005.91135734072,23507.70747856932,18806.165982855455,28209.248974283182,Mid
2002,506,44-45,2020,36517272,18088.30297029703,23507.70747856932,18806.165982855455,28209.248974283182,Low
2002,506,48-49,293,7385131,25202.784982935154,23507.70747856932,18806.165982855455,28209.248974283182,Mid
2002,506,51,243,7156963,29451.25925925926,23507.70747856932,18806.165982855455,28209.248974283182,High
2002,506,52,593,19210425,32385.389544688027,23507.70747856932,18806.165982855455,28209.248974283182,High
2002,506,53,100,1581784,15818.4,23507.70747856932,18806.165982855455,28209.248974283182,Low
2002,506,54,184,4274239,23243.152173913044,23507.70747856932,18806.165982855455,28209.248974283182,Mid
2002,506,55,NA,0,NA,23507.70747856932,18806.165982855455,28209.248974283182,NA
2002,506,56,67,1223199,18268.298507462685,23507.70747856932,18806.165982855455,28209.248974283182,Low
2002,506,61,NA,0,NA,23507.70747856932,18806.165982855455,28209.248974283182,NA
2002,506,62,1844,53645693,29095.18438177874,23507.70747856932,18806.165982855455,28209.248974283182,High
2002,506,71,47,551612,11744.255319148937,23507.70747856932,18806.165982855455,28209.248974283182,Low
2002,506,72,1234,10175545,8242.716369529984,23507.70747856932,18806.165982855455,28209.248974283182,Low
2002,506,81,293,4960112,16932.477815699658,23507.70747856932,18806.165982855455,28209.248974283182,Low
2002,506,99,NA,0,NA,23507.70747856932,18806.165982855455,28209.248974283182,NA
2002,507,00,53808,1493861631,27768,27768,22214.4,33321.6,Average
2002,507,1,695,35490928,51064,27768,22214.4,33321.6,High
2002,507,11,182,2145010,11804,27768,22214.4,33321.6,Low
2002,507,2,4032,149220407,37024,27768,22214.4,33321.6,High
2002,507,21,59,2265295,38376,27768,22214.4,33321.6,High
2002,507,22,376,24851781,66092,27768,22214.4,33321.6,High
2002,507,23,3727,113907195,30576,27768,22214.4,33321.6,Mid
2002,507,3,6157,194932678,31668,27768,22214.4,33321.6,Mid
2002,507,31-33,4664,181880033,39000,27768,22214.4,33321.6,High
2002,507,42,1220,42185976,34580,27768,22214.4,33321.6,High
2002,507,44-45,7083,153333136,21632,27768,22214.4,33321.6,Low
2002,507,48-49,1434,41777983,29120,27768,22214.4,33321.6,Mid
2002,507,51,885,28827105,32552,27768,22214.4,33321.6,Mid
2002,507,52,1612,55294184,34320,27768,22214.4,33321.6,High
2002,507,53,723,17879099,24752,27768,22214.4,33321.6,Mid
2002,507,54,945,30871784,32656,27768,22214.4,33321.6,Mid
2002,507,55,153,6122847,40040,27768,22214.4,33321.6,High
2002,507,56,3296,55997940,17004,27768,22214.4,33321.6,Low
2002,507,61,112,2271790,20280,27768,22214.4,33321.6,Low
2002,507,62,8744,265115279,30316,27768,22214.4,33321.6,Mid
2002,507,71,618,6793785,10972,27768,22214.4,33321.6,Low
2002,507,72,5523,52601888,9516,27768,22214.4,33321.6,Low
2002,507,81,1568,29854578,19032,27768,22214.4,33321.6,Low
2002,507,99,NA,0,NA,27768,22214.4,33321.6,NA
2002,508,00,16077,372958455,23211.966162841327,23211.966162841327,18569.57293027306,27854.359395409592,Average
2002,508,1,451,17766356,39382.79379157428,23211.966162841327,18569.57293027306,27854.359395409592,High
2002,508,11,2021,41563019,20566.03859475507,23211.966162841327,18569.57293027306,27854.359395409592,Mid
2002,508,2,887,31450832,35453.21307779031,23211.966162841327,18569.57293027306,27854.359395409592,High
2002,508,21,167,7504524,44921.149700598806,23211.966162841327,18569.57293027306,27854.359395409592,High
2002,508,22,NA,0,NA,23211.966162841327,18569.57293027306,27854.359395409592,NA
2002,508,23,822,20361804,24769.01703163017,23211.966162841327,18569.57293027306,27854.359395409592,Mid
2002,508,3,3159,72294227,22881.251028806586,23211.966162841327,18569.57293027306,27854.359395409592,Mid
2002,508,31-33,315,6221058,19744.152380952382,23211.966162841327,18569.57293027306,27854.359395409592,Mid
2002,508,42,669,18528328,27684.13153961136,23211.966162841327,18569.57293027306,27854.359395409592,Mid
2002,508,44-45,1972,36003292,18255.111561866124,23211.966162841327,18569.57293027306,27854.359395409592,Low
2002,508,48-49,225,5777196,25674.826666666668,23211.966162841327,18569.57293027306,27854.359395409592,Mid
2002,508,51,163,5554877,34072.76073619632,23211.966162841327,18569.57293027306,27854.359395409592,High
2002,508,52,399,12331191,30903.248120300752,23211.966162841327,18569.57293027306,27854.359395409592,High
2002,508,53,164,2917452,17803.341463414636,23211.966162841327,18569.57293027306,27854.359395409592,Low
2002,508,54,253,6879166,27199.699604743084,23211.966162841327,18569.57293027306,27854.359395409592,Mid
2002,508,55,100,3113888,31148,23211.966162841327,18569.57293027306,27854.359395409592,High
2002,508,56,113,1973401,17470.619469026547,23211.966162841327,18569.57293027306,27854.359395409592,Low
2002,508,61,20,437686,21892,23211.966162841327,18569.57293027306,27854.359395409592,Mid
2002,508,62,1886,48126075,25521.19194061506,23211.966162841327,18569.57293027306,27854.359395409592,Mid
2002,508,71,154,1377177,8926.103896103896,23211.966162841327,18569.57293027306,27854.359395409592,Low
2002,508,72,1337,12398511,9269.18474195961,23211.966162841327,18569.57293027306,27854.359395409592,Low
2002,508,81,321,5729468,17841.831775700935,23211.966162841327,18569.57293027306,27854.359395409592,Low
2002,508,99,NA,0,NA,23211.966162841327,18569.57293027306,27854.359395409592,NA
2002,509,00,34609,900503487,26025.41778150192,26025.41778150192,20820.33422520154,31230.501337802303,Average
2002,509,1,900,37572752,41746.92888888889,26025.41778150192,20820.33422520154,31230.501337802303,High
2002,509,11,181,3881837,21440.375690607736,26025.41778150192,20820.33422520154,31230.501337802303,Mid
2002,509,2,1061,41576036,39170.36003770028,26025.41778150192,20820.33422520154,31230.501337802303,High
2002,509,21,403,21196630,52605.8064516129,26025.41778150192,20820.33422520154,31230.501337802303,High
2002,509,22,116,4641630,40011.31034482759,26025.41778150192,20820.33422520154,31230.501337802303,High
2002,509,23,3004,89342273,29752.53395472703,26025.41778150192,20820.33422520154,31230.501337802303,Mid
2002,509,3,6291,162433281,25817.94627245271,26025.41778150192,20820.33422520154,31230.501337802303,Mid
2002,509,31-33,1127,30677898,27196.138420585627,26025.41778150192,20820.33422520154,31230.501337802303,Mid
2002,509,42,767,26564711,34637.898305084746,26025.41778150192,20820.33422520154,31230.501337802303,High
2002,509,44-45,5107,109444972,21418.3082044253,26025.41778150192,20820.33422520154,31230.501337802303,Mid
2002,509,48-49,860,28319853,32937.52558139535,26025.41778150192,20820.33422520154,31230.501337802303,High
2002,509,51,715,24771917,34642.69090909091,26025.41778150192,20820.33422520154,31230.501337802303,High
2002,509,52,860,32326165,37567.76279069768,26025.41778150192,20820.33422520154,31230.501337802303,High
2002,509,53,678,18397913,27147.451327433628,26025.41778150192,20820.33422520154,31230.501337802303,Mid
2002,509,54,1158,40763620,35212.08290155441,26025.41778150192,20820.33422520154,31230.501337802303,High
2002,509,55,2,88874,44460,26025.41778150192,20820.33422520154,31230.501337802303,High
2002,509,56,779,17935470,23002.089858793326,26025.41778150192,20820.33422520154,31230.501337802303,Mid
2002,509,61,234,7082551,30268.222222222223,26025.41778150192,20820.33422520154,31230.501337802303,Mid
2002,509,62,3463,104132902,30068.29800750794,26025.41778150192,20820.33422520154,31230.501337802303,Mid
2002,509,71,748,11876184,15855.967914438503,26025.41778150192,20820.33422520154,31230.501337802303,Low
2002,509,72,5000,57632915,11523.4912,26025.41778150192,20820.33422520154,31230.501337802303,Low
2002,509,81,861,17380542,20181.254355400695,26025.41778150192,20820.33422520154,31230.501337802303,Low
2002,509,99,NA,0,NA,26025.41778150192,20820.33422520154,31230.501337802303,NA
2002,510,00,34506,877203414,25420.11847214977,25420.11847214977,20336.094777719816,30504.142166579724,Average
2002,510,1,751,32836633,43735.669773635156,25420.11847214977,20336.094777719816,30504.142166579724,High
2002,510,11,711,13780316,19382.25035161744,25420.11847214977,20336.094777719816,30504.142166579724,Low
2002,510,2,414,17951224,43366.115942028984,25420.11847214977,20336.094777719816,30504.142166579724,High
2002,510,21,742,38782441,52278.64150943396,25420.11847214977,20336.094777719816,30504.142166579724,High
2002,510,22,269,12421714,46180.446096654276,25420.11847214977,20336.094777719816,30504.142166579724,High
2002,510,23,3343,100588583,30073.981453784025,25420.11847214977,20336.094777719816,30504.142166579724,Mid
2002,510,3,5906,161423253,27340.765323399934,25420.11847214977,20336.094777719816,30504.142166579724,Mid
2002,510,31-33,2166,54668291,25254.666666666668,25420.11847214977,20336.094777719816,30504.142166579724,Mid
2002,510,42,698,19454191,27878.630372492837,25420.11847214977,20336.094777719816,30504.142166579724,Mid
2002,510,44-45,4587,93858478,20463.728798779157,25420.11847214977,20336.094777719816,30504.142166579724,Mid
2002,510,48-49,631,14804446,23458.675118858955,25420.11847214977,20336.094777719816,30504.142166579724,Mid
2002,510,51,489,11844744,24225.725971370142,25420.11847214977,20336.094777719816,30504.142166579724,Mid
2002,510,52,874,30796872,35227.025171624715,25420.11847214977,20336.094777719816,30504.142166579724,High
2002,510,53,810,19863729,24515.175308641974,25420.11847214977,20336.094777719816,30504.142166579724,Mid
2002,510,54,994,28470327,28640.072434607646,25420.11847214977,20336.094777719816,30504.142166579724,Mid
2002,510,55,25,2777922,111124,25420.11847214977,20336.094777719816,30504.142166579724,High
2002,510,56,882,17699622,20064.571428571428,25420.11847214977,20336.094777719816,30504.142166579724,Low
2002,510,61,158,2968526,18786.151898734177,25420.11847214977,20336.094777719816,30504.142166579724,Low
2002,510,62,2520,57059580,22641.6253968254,25420.11847214977,20336.094777719816,30504.142166579724,Mid
2002,510,71,734,14182074,19307.08991825613,25420.11847214977,20336.094777719816,30504.142166579724,Low
2002,510,72,4792,57283408,11967.303005008347,25420.11847214977,20336.094777719816,30504.142166579724,Low
2002,510,81,907,19459044,21454.156560088202,25420.11847214977,20336.094777719816,30504.142166579724,Mid
2002,510,99,NA,0,NA,25420.11847214977,20336.094777719816,30504.142166579724,NA
2002,511,00,79358,2323256860,29276.862975377404,29276.862975377404,23421.490380301926,35132.23557045288,Average
2002,511,1,1767,84637438,47890.67572156197,29276.862975377404,23421.490380301926,35132.23557045288,High
2002,511,11,715,14733408,20626.4,29276.862975377404,23421.490380301926,35132.23557045288,Low
2002,511,2,2257,88786601,39339.762516614974,29276.862975377404,23421.490380301926,35132.23557045288,High
2002,511,21,1821,96151275,52796.990664470075,29276.862975377404,23421.490380301926,35132.23557045288,High
2002,511,22,490,26562409,54218.808163265305,29276.862975377404,23421.490380301926,35132.23557045288,High
2002,511,23,7809,274109731,35116.53425534639,29276.862975377404,23421.490380301926,35132.23557045288,Mid
2002,511,3,9678,293753048,30360.117792932426,29276.862975377404,23421.490380301926,35132.23557045288,Mid
2002,511,31-33,4028,133608936,33152.53028798411,29276.862975377404,23421.490380301926,35132.23557045288,Mid
2002,511,42,2763,96630456,34976.01302931596,29276.862975377404,23421.490380301926,35132.23557045288,Mid
2002,511,44-45,11400,262286297,22991.854736842106,29276.862975377404,23421.490380301926,35132.23557045288,Low
2002,511,48-49,2105,62356395,29642.816152019,29276.862975377404,23421.490380301926,35132.23557045288,Mid
2002,511,51,1221,43053388,35267.83947583948,29276.862975377404,23421.490380301926,35132.23557045288,High
2002,511,52,2512,101174544,40291.40923566879,29276.862975377404,23421.490380301926,35132.23557045288,High
2002,511,53,1483,39744547,26812.539447066756,29276.862975377404,23421.490380301926,35132.23557045288,Mid
2002,511,54,2790,103898426,37234.79569892473,29276.862975377404,23421.490380301926,35132.23557045288,High
2002,511,55,113,6269409,55484,29276.862975377404,23421.490380301926,35132.23557045288,High
2002,511,56,3999,83351649,20861.42735683921,29276.862975377404,23421.490380301926,35132.23557045288,Low
2002,511,61,459,8866143,19300.72331154684,29276.862975377404,23421.490380301926,35132.23557045288,Low
2002,511,62,9137,304511758,33337.75374849513,29276.862975377404,23421.490380301926,35132.23557045288,Mid
2002,511,71,1075,14823172,13780.967441860465,29276.862975377404,23421.490380301926,35132.23557045288,Low
2002,511,72,8568,98515327,11497.091970121382,29276.862975377404,23421.490380301926,35132.23557045288,Low
2002,511,81,2452,53632841,21880.357259380096,29276.862975377404,23421.490380301926,35132.23557045288,Low
2002,511,99,NA,0,NA,29276.862975377404,23421.490380301926,35132.23557045288,NA
2002,512,00,82638,2527870687,30588.0602144292,30588.0602144292,24470.44817154336,36705.67225731504,Average
2002,512,1,619,26367850,42588.420032310176,30588.0602144292,24470.44817154336,36705.67225731504,High
2002,512,11,268,6710340,25034.89552238806,30588.0602144292,24470.44817154336,36705.67225731504,Mid
2002,512,2,387,15175458,39219.42118863049,30588.0602144292,24470.44817154336,36705.67225731504,High
2002,512,21,520,33057687,63596,30588.0602144292,24470.44817154336,36705.67225731504,High
2002,512,22,220,13572107,61702.01818181818,30588.0602144292,24470.44817154336,36705.67225731504,High
2002,512,23,10290,419405126,40750.515063168124,30588.0602144292,24470.44817154336,36705.67225731504,High
2002,512,3,8127,271499334,33417.559739141136,30588.0602144292,24470.44817154336,36705.67225731504,Mid
2002,512,31-33,884,30197733,34148.882352941175,30588.0602144292,24470.44817154336,36705.67225731504,Mid
2002,512,42,888,45269804,50986.46846846847,30588.0602144292,24470.44817154336,36705.67225731504,High
