year,area_id,ind_code,region_avg_emp,region_tot_wage,region_avg_wage,region_avg_wage_all_industries,region_boundary_low,region_boundary_high,wage_cat
2000,504,51,12039,497627494,41357.164880804055,32688.5371024735,26150.8296819788,39226.2445229682,High
2000,504,52,11119,416937219,37497.39688820937,32688.5371024735,26150.8296819788,39226.2445229682,Mid
2000,504,53,4187,102006403,24379.61690948173,32688.5371024735,26150.8296819788,39226.2445229682,Low
2000,504,54,19882,1193238008,60020.34221909264,32688.5371024735,26150.8296819788,39226.2445229682,High
2000,504,55,949,57256736,60320,32688.5371024735,26150.8296819788,39226.2445229682,High
2000,504,56,17865,434001148,24299.223061852786,32688.5371024735,26150.8296819788,39226.2445229682,Low
2000,504,61,2870,75004909,26158.264808362368,32688.5371024735,26150.8296819788,39226.2445229682,Mid
2000,504,62,18153,565636121,31158.031620117887,32688.5371024735,26150.8296819788,39226.2445229682,Mid
2000,504,71,5612,115635025,20602.748396293657,32688.5371024735,26150.8296819788,39226.2445229682,Low
2000,504,72,23846,289518859,12128.09175543068,32688.5371024735,26150.8296819788,39226.2445229682,Low
2000,504,81,9646,238086613,24661.471698113208,32688.5371024735,26150.8296819788,39226.2445229682,Low
2000,504,99,NA,0,NA,32688.5371024735,26150.8296819788,39226.2445229682,NA
2000,505,00,8813,208563331,23660.17111085896,23660.17111085896,18928.136888687168,28392.20533303075,Average
2000,505,1,152,4551748,29946.184210526317,23660.17111085896,18928.136888687168,28392.20533303075,High
2000,505,11,377,8556940,22711.862068965518,23660.17111085896,18928.136888687168,28392.20533303075,Mid
2000,505,2,31,1088767,35100,23660.17111085896,18928.136888687168,28392.20533303075,High
2000,505,21,86,3823380,44460,23660.17111085896,18928.136888687168,28392.20533303075,High
2000,505,22,29,1518715,52364,23660.17111085896,18928.136888687168,28392.20533303075,High
2000,505,23,862,25217155,29265.80510440835,23660.17111085896,18928.136888687168,28392.20533303075,High
2000,505,3,2379,50849422,21368.655737704918,23660.17111085896,18928.136888687168,28392.20533303075,Mid
2000,505,31-33,224,6166279,27534.464285714286,23660.17111085896,18928.136888687168,28392.20533303075,Mid
2000,505,42,487,15525037,31882.29979466119,23660.17111085896,18928.136888687168,28392.20533303075,High
2000,505,44-45,1067,19841029,18584.566073102156,23660.17111085896,18928.136888687168,28392.20533303075,Low
2000,505,48-49,176,5033152,28572.227272727272,23660.17111085896,18928.136888687168,28392.20533303075,High
2000,505,51,73,1638501,22457.58904109589,23660.17111085896,18928.136888687168,28392.20533303075,Mid
2000,505,52,340,10126343,29780.4,23660.17111085896,18928.136888687168,28392.20533303075,High
2000,505,53,56,1236864,22093.5,23660.17111085896,18928.136888687168,28392.20533303075,Mid
2000,505,54,188,7363601,39152.95744680851,23660.17111085896,18928.136888687168,28392.20533303075,High
2000,505,55,NA,0,NA,23660.17111085896,18928.136888687168,28392.20533303075,NA
2000,505,56,284,5981193,21063.661971830985,23660.17111085896,18928.136888687168,28392.20533303075,Mid
2000,505,61,3,36620,12220,23660.17111085896,18928.136888687168,28392.20533303075,Low
2000,505,62,354,6939430,19589.16384180791,23660.17111085896,18928.136888687168,28392.20533303075,Mid
2000,505,71,84,868747,10346.142857142857,23660.17111085896,18928.136888687168,28392.20533303075,Low
2000,505,72,838,7481255,8934.071599045346,23660.17111085896,18928.136888687168,28392.20533303075,Low
2000,505,81,141,2769026,19644.936170212764,23660.17111085896,18928.136888687168,28392.20533303075,Mid
2000,505,99,NA,0,NA,23660.17111085896,18928.136888687168,28392.20533303075,NA
2000,506,00,17969,400921097,22315.26072680728,22315.26072680728,17852.208581445822,26778.312872168735,Average
2000,506,1,739,29148246,39450.830852503386,22315.26072680728,17852.208581445822,26778.312872168735,High
2000,506,11,1115,24549588,21999.591031390133,22315.26072680728,17852.208581445822,26778.312872168735,Mid
2000,506,2,691,17900488,25925.72503617945,22315.26072680728,17852.208581445822,26778.312872168735,Mid
2000,506,21,85,2817736,33124,22315.26072680728,17852.208581445822,26778.312872168735,High
2000,506,22,122,4582192,37549.96721311475,22315.26072680728,17852.208581445822,26778.312872168735,High
2000,506,23,421,10426804,24757.55819477435,22315.26072680728,17852.208581445822,26778.312872168735,Mid
2000,506,3,4003,85095065,21266.843867099677,22315.26072680728,17852.208581445822,26778.312872168735,Mid
2000,506,31-33,1783,43120187,24176.266965787996,22315.26072680728,17852.208581445822,26778.312872168735,Mid
2000,506,42,725,15153476,20908.94896551724,22315.26072680728,17852.208581445822,26778.312872168735,Mid
2000,506,44-45,2171,37246995,17166.05988023952,22315.26072680728,17852.208581445822,26778.312872168735,Low
2000,506,48-49,385,8416717,21867.418181818182,22315.26072680728,17852.208581445822,26778.312872168735,Mid
2000,506,51,342,8722264,25492.77192982456,22315.26072680728,17852.208581445822,26778.312872168735,Mid
2000,506,52,538,15564996,28929.7843866171,22315.26072680728,17852.208581445822,26778.312872168735,High
2000,506,53,126,1779306,14137.396825396825,22315.26072680728,17852.208581445822,26778.312872168735,Low
2000,506,54,194,3898038,20083.79381443299,22315.26072680728,17852.208581445822,26778.312872168735,Mid
2000,506,55,NA,0,NA,22315.26072680728,17852.208581445822,26778.312872168735,NA
2000,506,56,85,1179365,13853.411764705883,22315.26072680728,17852.208581445822,26778.312872168735,Low
2000,506,61,NA,0,NA,22315.26072680728,17852.208581445822,26778.312872168735,NA
2000,506,62,1799,47155932,26228.23346303502,22315.26072680728,17852.208581445822,26778.312872168735,Mid
2000,506,71,55,569401,10355.563636363637,22315.26072680728,17852.208581445822,26778.312872168735,Low
2000,506,72,1331,10527503,7910.485349361383,22315.26072680728,17852.208581445822,26778.312872168735,Low
2000,506,81,307,5036955,16394.39739413681,22315.26072680728,17852.208581445822,26778.312872168735,Low
2000,506,99,NA,0,NA,22315.26072680728,17852.208581445822,26778.312872168735,NA
2000,507,00,54924,1400133506,25480,25480,20384,30576,Average
2000,507,1,773,33173880,42900,25480,20384,30576,High
2000,507,11,147,1835731,12480,25480,20384,30576,Low
2000,507,2,4146,137621400,33176,25480,20384,30576,High
2000,507,21,45,1681568,37388,25480,20384,30576,High
2000,507,22,396,22394629,56576,25480,20384,30576,High
2000,507,23,3924,110976812,28288,25480,20384,30576,Mid
2000,507,3,5762,172296186,29900,25480,20384,30576,Mid
2000,507,31-33,4731,174385893,36868,25480,20384,30576,High
2000,507,42,1145,36221383,31616,25480,20384,30576,High
2000,507,44-45,7288,147034766,20176,25480,20384,30576,Low
2000,507,48-49,2041,50145761,24544,25480,20384,30576,Mid
2000,507,51,946,31894196,33696,25480,20384,30576,High
2000,507,52,1886,59659919,31616,25480,20384,30576,High
2000,507,53,749,16590934,22152,25480,20384,30576,Mid
2000,507,54,828,25959955,31356,25480,20384,30576,High
2000,507,55,159,6225242,39156,25480,20384,30576,High
2000,507,56,4046,60023786,14820,25480,20384,30576,Low
2000,507,61,116,1893731,16328,25480,20384,30576,Low
2000,507,62,8399,228337556,27196,25480,20384,30576,Mid
2000,507,71,556,6519629,11700,25480,20384,30576,Low
2000,507,72,5358,49274439,9204,25480,20384,30576,Low
2000,507,81,1486,25986110,17472,25480,20384,30576,Low
2000,507,99,NA,0,NA,25480,20384,30576,NA
2000,508,00,16006,340726330,21286.024240909657,21286.024240909657,17028.819392727728,25543.229089091587,Average
2000,508,1,456,15829476,34706.4649122807,21286.024240909657,17028.819392727728,25543.229089091587,High
2000,508,11,2094,39266105,18755.262655205348,21286.024240909657,17028.819392727728,25543.229089091587,Mid
2000,508,2,828,28032890,33871.15458937198,21286.024240909657,17028.819392727728,25543.229089091587,High
2000,508,21,190,7015316,36929.85263157895,21286.024240909657,17028.819392727728,25543.229089091587,High
2000,508,22,NA,0,NA,21286.024240909657,17028.819392727728,25543.229089091587,NA
2000,508,23,804,19349073,24072.89552238806,21286.024240909657,17028.819392727728,25543.229089091587,Mid
2000,508,3,3152,66349777,21046.901015228428,21286.024240909657,17028.819392727728,25543.229089091587,Mid
2000,508,31-33,445,9778569,21979.05617977528,21286.024240909657,17028.819392727728,25543.229089091587,Mid
2000,508,42,684,15981591,23363.052631578947,21286.024240909657,17028.819392727728,25543.229089091587,Mid
2000,508,44-45,1910,33116112,17323.160209424084,21286.024240909657,17028.819392727728,25543.229089091587,Mid
2000,508,48-49,262,6069017,23163.81679389313,21286.024240909657,17028.819392727728,25543.229089091587,Mid
2000,508,51,158,3651232,23120.25316455696,21286.024240909657,17028.819392727728,25543.229089091587,Mid
2000,508,52,436,11707263,26850.128440366974,21286.024240909657,17028.819392727728,25543.229089091587,High
2000,508,53,146,2280498,15631.698630136987,21286.024240909657,17028.819392727728,25543.229089091587,Low
2000,508,54,261,6438769,24663.340996168583,21286.024240909657,17028.819392727728,25543.229089091587,Mid
2000,508,55,97,2881189,29692,21286.024240909657,17028.819392727728,25543.229089091587,High
2000,508,56,84,2122676,25264.571428571428,21286.024240909657,17028.819392727728,25543.229089091587,Mid
2000,508,61,19,371454,19552,21286.024240909657,17028.819392727728,25543.229089091587,Mid
2000,508,62,1799,40583728,22548.026681489715,21286.024240909657,17028.819392727728,25543.229089091587,Mid
2000,508,71,105,818641,7783.657142857143,21286.024240909657,17028.819392727728,25543.229089091587,Low
2000,508,72,1290,11734979,9097.702325581395,21286.024240909657,17028.819392727728,25543.229089091587,Low
2000,508,81,324,5067244,15641.888888888889,21286.024240909657,17028.819392727728,25543.229089091587,Low
2000,508,99,NA,0,NA,21286.024240909657,17028.819392727728,25543.229089091587,NA
2000,509,00,34259,814835983,23782.812224524943,23782.812224524943,19026.249779619957,28539.37466942993,Average
2000,509,1,839,32749734,39050.574493444576,23782.812224524943,19026.249779619957,28539.37466942993,High
2000,509,11,235,5149738,21913.685106382978,23782.812224524943,19026.249779619957,28539.37466942993,Mid
2000,509,2,1056,38379496,36363.21590909091,23782.812224524943,19026.249779619957,28539.37466942993,High
2000,509,21,322,14966984,46487.67701863354,23782.812224524943,19026.249779619957,28539.37466942993,High
2000,509,22,270,11897191,44080.4,23782.812224524943,19026.249779619957,28539.37466942993,High
2000,509,23,3193,92465914,28972.7942373943,23782.812224524943,19026.249779619957,28539.37466942993,High
2000,509,3,4234,98794250,23349.707132735002,23782.812224524943,19026.249779619957,28539.37466942993,Mid
2000,509,31-33,1300,29736530,22887.28,23782.812224524943,19026.249779619957,28539.37466942993,Mid
2000,509,42,772,23654974,30633.119170984457,23782.812224524943,19026.249779619957,28539.37466942993,High
2000,509,44-45,5243,98182232,18728.420370017167,23782.812224524943,19026.249779619957,28539.37466942993,Low
2000,509,48-49,794,24592493,30971.501259445842,23782.812224524943,19026.249779619957,28539.37466942993,High
2000,509,51,744,26225114,35229.021505376346,23782.812224524943,19026.249779619957,28539.37466942993,High
2000,509,52,840,27906344,33237.34761904762,23782.812224524943,19026.249779619957,28539.37466942993,High
2000,509,53,700,16770376,23944.365714285716,23782.812224524943,19026.249779619957,28539.37466942993,Mid
2000,509,54,1052,35806524,34052.140684410646,23782.812224524943,19026.249779619957,28539.37466942993,High
2000,509,55,NA,0,NA,23782.812224524943,19026.249779619957,28539.37466942993,NA
2000,509,56,776,15810732,20366.91237113402,23782.812224524943,19026.249779619957,28539.37466942993,Mid
2000,509,61,201,6077607,30226.746268656716,23782.812224524943,19026.249779619957,28539.37466942993,High
2000,509,62,3239,90442046,27910.658845322632,23782.812224524943,19026.249779619957,28539.37466942993,Mid
2000,509,71,1071,18445793,17237.19887955182,23782.812224524943,19026.249779619957,28539.37466942993,Low
2000,509,72,5171,56435871,10899.686714368594,23782.812224524943,19026.249779619957,28539.37466942993,Low
2000,509,81,920,16968415,18438.295652173914,23782.812224524943,19026.249779619957,28539.37466942993,Low
2000,509,92,NA,0,NA,23782.812224524943,19026.249779619957,28539.37466942993,NA
2000,509,99,NA,0,NA,23782.812224524943,19026.249779619957,28539.37466942993,NA
2000,510,00,34040,787958766,23140.808108108107,23140.808108108107,18512.646486486487,27768.969729729728,Average
2000,510,1,736,29365360,39909.717391304344,23140.808108108107,18512.646486486487,27768.969729729728,High
2000,510,11,777,14009813,18045.204633204634,23140.808108108107,18512.646486486487,27768.969729729728,Low
2000,510,2,386,15067939,39029.09844559585,23140.808108108107,18512.646486486487,27768.969729729728,High
2000,510,21,704,33913017,48164.92613636364,23140.808108108107,18512.646486486487,27768.969729729728,High
2000,510,22,263,11146278,42397.201520912546,23140.808108108107,18512.646486486487,27768.969729729728,High
2000,510,23,3227,94531566,29306.50387356678,23140.808108108107,18512.646486486487,27768.969729729728,High
2000,510,3,5552,138684136,24982.843659942362,23140.808108108107,18512.646486486487,27768.969729729728,Mid
2000,510,31-33,2200,54121436,24606.47090909091,23140.808108108107,18512.646486486487,27768.969729729728,Mid
2000,510,42,790,19844693,25134.693670886078,23140.808108108107,18512.646486486487,27768.969729729728,Mid
2000,510,44-45,4598,87487310,19018.214006089605,23140.808108108107,18512.646486486487,27768.969729729728,Mid
2000,510,48-49,612,13644905,22297.718954248365,23140.808108108107,18512.646486486487,27768.969729729728,Mid
2000,510,51,501,10972759,21908.710578842314,23140.808108108107,18512.646486486487,27768.969729729728,Mid
2000,510,52,864,27574235,31912.11111111111,23140.808108108107,18512.646486486487,27768.969729729728,High
2000,510,53,840,20582805,24511.561904761904,23140.808108108107,18512.646486486487,27768.969729729728,Mid
2000,510,54,951,26370293,27725.459516298633,23140.808108108107,18512.646486486487,27768.969729729728,Mid
2000,510,55,25,928710,37128,23140.808108108107,18512.646486486487,27768.969729729728,High
2000,510,56,905,15402414,17018.47955801105,23140.808108108107,18512.646486486487,27768.969729729728,Low
2000,510,61,145,2254637,15539.393103448276,23140.808108108107,18512.646486486487,27768.969729729728,Low
2000,510,62,2137,42991195,20134.657931679925,23140.808108108107,18512.646486486487,27768.969729729728,Mid
2000,510,71,156,4649907,29806.333333333332,23140.808108108107,18512.646486486487,27768.969729729728,High
2000,510,72,4912,56443178,11491.978827361563,23140.808108108107,18512.646486486487,27768.969729729728,Low
2000,510,81,884,17587782,19898.882352941175,23140.808108108107,18512.646486486487,27768.969729729728,Mid
2000,510,99,NA,0,NA,23140.808108108107,18512.646486486487,27768.969729729728,NA
2000,511,00,76608,2080929302,27145.48720760234,27145.48720760234,21716.389766081873,32574.584649122804,Average
2000,511,1,1782,76814088,43098.078563411895,27145.48720760234,21716.389766081873,32574.584649122804,High
2000,511,11,731,13664900,18698.872777017783,27145.48720760234,21716.389766081873,32574.584649122804,Low
2000,511,2,2266,81433752,35937.62224183584,27145.48720760234,21716.389766081873,32574.584649122804,High
2000,511,21,1481,74058063,50001.84469952735,27145.48720760234,21716.389766081873,32574.584649122804,High
2000,511,22,484,24739197,51095.801652892565,27145.48720760234,21716.389766081873,32574.584649122804,High
2000,511,23,7741,256633071,33151.52822632735,27145.48720760234,21716.389766081873,32574.584649122804,High
2000,511,3,8996,249920850,27767.468208092487,27145.48720760234,21716.389766081873,32574.584649122804,Mid
2000,511,31-33,4417,135816722,30737.63912157573,27145.48720760234,21716.389766081873,32574.584649122804,Mid
2000,511,42,2740,88927723,32459.842335766425,27145.48720760234,21716.389766081873,32574.584649122804,Mid
2000,511,44-45,11166,239135013,21422.598244671324,27145.48720760234,21716.389766081873,32574.584649122804,Low
2000,511,48-49,2051,58978883,28737.339834227205,27145.48720760234,21716.389766081873,32574.584649122804,Mid
2000,511,51,1327,43265834,32593.458929917106,27145.48720760234,21716.389766081873,32574.584649122804,High
2000,511,52,2333,82462618,35351.441063009,27145.48720760234,21716.389766081873,32574.584649122804,High
2000,511,53,1475,36495243,24725.48881355932,27145.48720760234,21716.389766081873,32574.584649122804,Mid
2000,511,54,2451,85358103,34828.119135046916,27145.48720760234,21716.389766081873,32574.584649122804,High
2000,511,55,209,12348276,59072,27145.48720760234,21716.389766081873,32574.584649122804,High
2000,511,56,4153,78631156,18921.889718275947,27145.48720760234,21716.389766081873,32574.584649122804,Low
2000,511,61,436,7893874,18093.1376146789,27145.48720760234,21716.389766081873,32574.584649122804,Low
2000,511,62,8347,256036433,30695.200670899725,27145.48720760234,21716.389766081873,32574.584649122804,Mid
2000,511,71,1012,13000705,12842.715415019762,27145.48720760234,21716.389766081873,32574.584649122804,Low
2000,511,72,7981,87548105,10982.25535647162,27145.48720760234,21716.389766081873,32574.584649122804,Low
2000,511,81,2336,49462961,21186.215753424658,27145.48720760234,21716.389766081873,32574.584649122804,Low
2000,511,99,NA,0,NA,27145.48720760234,21716.389766081873,32574.584649122804,NA
2000,512,00,83372,2495127358,29921.050856402628,29921.050856402628,23936.840685122104,35905.261027683155,Average
2000,512,1,677,25732102,38017.68389955687,29921.050856402628,23936.840685122104,35905.261027683155,High
2000,512,11,243,5846210,24062.304526748972,29921.050856402628,23936.840685122104,35905.261027683155,Mid
2000,512,2,357,12810440,35873.882352941175,29921.050856402628,23936.840685122104,35905.261027683155,Mid
2000,512,21,477,28591336,59956,29921.050856402628,23936.840685122104,35905.261027683155,High
2000,512,22,217,12287460,56615.53917050691,29921.050856402628,23936.840685122104,35905.261027683155,High
2000,512,23,11083,422081307,38090.91256879906,29921.050856402628,23936.840685122104,35905.261027683155,High
2000,512,3,7576,227483247,30014.17212249208,29921.050856402628,23936.840685122104,35905.261027683155,Mid
2000,512,31-33,975,32460576,33290.24,29921.050856402628,23936.840685122104,35905.261027683155,Mid
2000,512,42,819,141984654,173359.74603174604,29921.050856402628,23936.840685122104,35905.261027683155,High
2000,512,44-45,10019,238826911,23827.080946202215,29921.050856402628,23936.840685122104,35905.261027683155,Low
2000,512,48-49,1550,41978414,27075.46064516129,29921.050856402628,23936.840685122104,35905.261027683155,Mid
2000,512,51,1296,47114763,36354.25925925926,29921.050856402628,23936.840685122104,35905.261027683155,High
2000,512,52,1485,81791247,55082.39191919192,29921.050856402628,23936.840685122104,35905.261027683155,High
2000,512,53,4884,147660327,30226.71416871417,29921.050856402628,23936.840685122104,35905.261027683155,Mid
2000,512,54,3073,154099155,50143.09404490726,29921.050856402628,23936.840685122104,35905.261027683155,High
2000,512,55,296,23022418,77768.45945945945,29921.050856402628,23936.840685122104,35905.261027683155,High
2000,512,56,3140,83702490,26650.844585987263,29921.050856402628,23936.840685122104,35905.261027683155,Mid
2000,512,61,512,13772412,26884.609375,29921.050856402628,23936.840685122104,35905.261027683155,Mid
2000,512,62,2968,102549316,34539.93126684636,29921.050856402628,23936.840685122104,35905.261027683155,Mid
2000,512,71,3727,84372097,22632.180305876038,29921.050856402628,23936.840685122104,35905.261027683155,Low
2000,512,72,21200,387233871,18282.54509433962,29921.050856402628,23936.840685122104,35905.261027683155,Low
2000,512,81,2481,62425420,25161.942765014108,29921.050856402628,23936.840685122104,35905.261027683155,Mid
2000,512,99,NA,0,NA,29921.050856402628,23936.840685122104,35905.261027683155,NA
2000,513,00,22722,561291002,24718.525657952647,24718.525657952647,19774.82052636212,29662.230789543173,Average
2000,513,1,1362,59100173,43397.32158590308,24718.525657952647,19774.82052636212,29662.230789543173,High
2000,513,11,123,1744899,14185.853658536585,24718.525657952647,19774.82052636212,29662.230789543173,Low
2000,513,2,20,585833,29302,24718.525657952647,19774.82052636212,29662.230789543173,Mid
2000,513,21,216,6818153,31564.722222222223,24718.525657952647,19774.82052636212,29662.230789543173,High
2000,513,22,119,5344764,44927.56302521008,24718.525657952647,19774.82052636212,29662.230789543173,High
2000,513,23,2129,60182369,28263.306716768435,24718.525657952647,19774.82052636212,29662.230789543173,Mid
2000,513,3,3438,82427906,23970.184991273996,24718.525657952647,19774.82052636212,29662.230789543173,Mid
